Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Segment,Region,State,Category,Sub-Category,Sales,Quantity,Discount,Profit
CA-2022-101458,2022-10-19,2022-10-22,Second Class,CU-0119,Consumer,Central,Wisconsin,Technology,Phones,723.23,1,0.0,341.62
CA-2020-101459,2020-03-19,2020-03-24,Standard Class,CU-0439,Consumer,East,North Carolina,Office Supplies,Art,9.2,1,0.5,0.61
CA-2021-101460,2021-03-09,2021-03-12,Second Class,CU-0608,Home Office,West,Oregon,Technology,Machines,18306.47,7,0.0,5032.0
CA-2022-101461,2022-10-19,2022-10-21,First Class,CU-0470,Home Office,East,New Jersey,Office Supplies,Paper,35.27,1,0.0,18.97
CA-2022-101462,2022-07-23,2022-07-28,Standard Class,CU-0051,Corporate,East,New Jersey,Office Supplies,Appliances,474.38,1,0.0,204.05
CA-2020-101463,2020-06-09,2020-06-14,Standard Class,CU-0686,Consumer,East,New Jersey,Technology,Machines,2367.56,1,0.2,477.61
CA-2023-101464,2023-06-25,2023-06-30,Standard Class,CU-0562,Home Office,West,Washington,Technology,Accessories,526.48,2,0.3,120.2
CA-2020-101465,2020-12-02,2020-12-07,Standard Class,CU-0614,Consumer,East,New York,Office Supplies,Art,28.0,5,0.0,15.46
CA-2022-101466,2022-07-18,2022-07-21,Second Class,CU-0520,Consumer,East,North Carolina,Office Supplies,Supplies,169.86,3,0.1,61.35
CA-2023-101467,2023-11-14,2023-11-16,First Class,CU-0270,Corporate,Central,Wisconsin,Office Supplies,Art,71.04,2,0.0,40.85
CA-2023-101468,2023-10-18,2023-10-23,Standard Class,CU-0572,Corporate,Central,Minnesota,Furniture,Furnishings,817.02,4,0.1,258.02
CA-2020-101469,2020-09-16,2020-09-21,Standard Class,CU-0160,Home Office,East,Georgia,Technology,Accessories,261.44,2,0.0,116.38
CA-2020-101470,2020-07-20,2020-07-23,Second Class,CU-0267,Consumer,East,New York,Office Supplies,Art,40.21,1,0.1,22.23
CA-2021-101471,2021-01-08,2021-01-11,Second Class,CU-0515,Corporate,South,Florida,Technology,Copiers,2290.03,3,0.15,505.29
CA-2022-101472,2022-10-04,2022-10-06,First Class,CU-0222,Corporate,South,Florida,Furniture,Chairs,955.74,1,0.0,418.53
CA-2022-101473,2022-08-03,2022-08-05,First Class,CU-0785,Consumer,South,Oklahoma,Office Supplies,Envelopes,37.05,5,0.4,4.97
CA-2020-101474,2020-11-26,2020-12-01,Standard Class,CU-0593,Consumer,Central,Indiana,Office Supplies,Fasteners,51.27,3,0.0,25.03
CA-2020-101475,2020-08-26,2020-08-31,Standard Class,CU-0593,Consumer,Central,Texas,Office Supplies,Binders,13.17,1,0.2,6.32
CA-2022-101476,2022-06-22,2022-06-27,Standard Class,CU-0409,Consumer,West,Colorado,Furniture,Chairs,5610.5,5,0.0,2258.33
CA-2023-101477,2023-12-23,2023-12-26,Second Class,CU-0138,Consumer,South,Oklahoma,Office Supplies,Supplies,118.37,2,0.1,58.8
CA-2023-101478,2023-11-19,2023-11-24,Standard Class,CU-0519,Consumer,East,New Jersey,Office Supplies,Art,58.73,1,0.15,26.77
CA-2022-101479,2022-05-16,2022-05-19,Second Class,CU-0355,Consumer,West,California,Technology,Copiers,1661.0,2,0.0,691.19
CA-2023-101480,2023-02-25,2023-02-25,Same Day,CU-0287,Corporate,Central,Iowa,Technology,Machines,3280.9,2,0.0,957.95
CA-2020-101481,2020-02-16,2020-02-21,Standard Class,CU-0722,Consumer,East,Virginia,Office Supplies,Binders,391.63,3,0.15,220.51
CA-2022-101482,2022-12-20,2022-12-22,First Class,CU-0231,Consumer,Central,Indiana,Furniture,Chairs,1091.92,1,0.0,373.32
CA-2021-101483,2021-11-21,2021-11-26,Standard Class,CU-0469,Consumer,West,Washington,Office Supplies,Paper,113.69,1,0.0,59.89
CA-2020-101484,2020-03-18,2020-03-23,Standard Class,CU-0730,Home Office,Central,Texas,Office Supplies,Envelopes,20.81,1,0.0,12.09
CA-2021-101485,2021-12-25,2021-12-28,Second Class,CU-0053,Corporate,East,North Carolina,Technology,Phones,2565.04,2,0.0,1213.32
CA-2022-101486,2022-02-26,2022-03-03,Standard Class,CU-0678,Consumer,Central,Minnesota,Technology,Copiers,2001.2,1,0.0,892.68
CA-2021-101487,2021-11-17,2021-11-19,First Class,CU-0181,Consumer,South,Arkansas,Furniture,Tables,4211.16,7,0.3,-1059.4
CA-2020-101488,2020-06-22,2020-06-25,Second Class,CU-0388,Corporate,West,Colorado,Technology,Phones,2027.09,2,0.2,548.06
CA-2021-101489,2021-03-14,2021-03-16,First Class,CU-0165,Consumer,Central,Texas,Office Supplies,Envelopes,116.98,3,0.2,61.11
CA-2020-101490,2020-08-27,2020-09-01,Standard Class,CU-0766,Corporate,East,Pennsylvania,Technology,Phones,388.86,2,0.0,176.08
CA-2021-101491,2021-07-21,2021-07-21,Same Day,CU-0002,Consumer,West,Oregon,Office Supplies,Fasteners,16.67,1,0.1,8.71
CA-2021-101492,2021-03-02,2021-03-02,Same Day,CU-0773,Consumer,East,New Jersey,Furniture,Chairs,1429.32,4,0.0,626.63
CA-2022-101493,2022-09-13,2022-09-18,Standard Class,CU-0097,Corporate,Central,Indiana,Office Supplies,Binders,218.31,3,0.0,137.4
CA-2022-101494,2022-04-17,2022-04-17,Same Day,CU-0057,Consumer,East,New Jersey,Furniture,Tables,700.25,5,0.0,104.43
CA-2021-101495,2021-04-16,2021-04-19,Second Class,CU-0600,Corporate,South,Tennessee,Technology,Machines,2675.8,1,0.1,761.99
CA-2020-101496,2020-11-17,2020-11-22,Standard Class,CU-0559,Consumer,East,Georgia,Furniture,Tables,769.91,1,0.1,66.28
CA-2022-101497,2022-03-19,2022-03-19,Same Day,CU-0642,Consumer,West,Oregon,Furniture,Bookcases,1027.73,2,0.15,160.51
CA-2020-101498,2020-02-12,2020-02-15,Second Class,CU-0619,Consumer,East,Pennsylvania,Furniture,Furnishings,88.5,1,0.2,23.6
CA-2021-101499,2021-08-06,2021-08-08,First Class,CU-0157,Corporate,Central,Minnesota,Office Supplies,Storage,1226.75,5,0.1,345.82
CA-2021-101500,2021-09-15,2021-09-20,Standard Class,CU-0789,Corporate,West,Colorado,Technology,Copiers,13179.6,5,0.0,4971.48
CA-2020-101501,2020-07-21,2020-07-23,First Class,CU-0056,Home Office,West,Colorado,Furniture,Tables,1927.69,2,0.1,-277.0
CA-2022-101502,2022-12-17,2022-12-20,Second Class,CU-0381,Corporate,West,California,Furniture,Furnishings,49.38,2,0.0,17.4
CA-2021-101503,2021-08-14,2021-08-16,First Class,CU-0166,Corporate,Central,Texas,Technology,Copiers,8911.28,2,0.0,3073.82
CA-2023-101504,2023-06-07,2023-06-10,Second Class,CU-0625,Consumer,Central,Wisconsin,Office Supplies,Envelopes,108.97,4,0.15,48.56
CA-2020-101505,2020-05-21,2020-05-26,Standard Class,CU-0602,Consumer,South,Mississippi,Furniture,Bookcases,598.98,2,0.2,5.09
CA-2023-101506,2023-07-21,2023-07-26,Standard Class,CU-0050,Consumer,West,Utah,Technology,Accessories,196.79,1,0.15,61.29
CA-2023-101507,2023-07-24,2023-07-27,Second Class,CU-0523,Corporate,West,Colorado,Office Supplies,Fasteners,14.75,1,0.0,6.67
CA-2022-101508,2022-08-20,2022-08-23,Second Class,CU-0636,Corporate,South,Mississippi,Technology,Copiers,6353.9,2,0.0,2259.51
CA-2022-101509,2022-05-10,2022-05-15,Standard Class,CU-0391,Consumer,South,Tennessee,Office Supplies,Binders,162.41,1,0.0,96.48
CA-2020-101510,2020-05-11,2020-05-16,Standard Class,CU-0454,Consumer,East,Pennsylvania,Office Supplies,Fasteners,51.98,4,0.1,21.3
CA-2022-101511,2022-10-04,2022-10-07,Second Class,CU-0065,Corporate,Central,Texas,Furniture,Tables,1803.22,3,0.2,-373.18
CA-2023-101512,2023-11-12,2023-11-12,Same Day,CU-0542,Corporate,South,Tennessee,Technology,Machines,7969.89,4,0.3,192.87
CA-2023-101513,2023-02-08,2023-02-13,Standard Class,CU-0040,Consumer,Central,Missouri,Office Supplies,Paper,41.1,1,0.3,10.63
CA-2021-101514,2021-09-21,2021-09-24,Second Class,CU-0040,Corporate,Central,Minnesota,Technology,Accessories,598.76,2,0.15,167.55
CA-2021-101515,2021-04-11,2021-04-16,Standard Class,CU-0116,Consumer,West,California,Office Supplies,Supplies,329.83,4,0.1,139.33
CA-2022-101516,2022-06-05,2022-06-05,Same Day,CU-0425,Home Office,East,New Jersey,Technology,Accessories,162.67,1,0.4,27.23
CA-2020-101517,2020-02-19,2020-02-22,Second Class,CU-0315,Consumer,East,North Carolina,Office Supplies,Art,128.82,3,0.0,76.56
CA-2022-101518,2022-03-16,2022-03-18,First Class,CU-0748,Consumer,East,Virginia,Technology,Copiers,3789.96,1,0.1,1015.71
CA-2021-101519,2021-12-23,2021-12-28,Standard Class,CU-0328,Corporate,Central,Illinois,Technology,Copiers,5455.84,2,0.0,1987.09
CA-2022-101520,2022-01-12,2022-01-14,First Class,CU-0472,Consumer,South,Alabama,Office Supplies,Envelopes,72.32,2,0.15,32.64
CA-2023-101521,2023-05-19,2023-05-24,Standard Class,CU-0013,Consumer,East,North Carolina,Furniture,Furnishings,232.25,1,0.0,79.36
CA-2023-101522,2023-07-21,2023-07-24,Second Class,CU-0367,Corporate,Central,Wisconsin,Office Supplies,Paper,236.4,2,0.0,135.49
CA-2023-101523,2023-10-22,2023-10-27,Standard Class,CU-0399,Consumer,Central,Texas,Office Supplies,Labels,162.35,5,0.0,95.09
CA-2022-101524,2022-09-21,2022-09-26,Standard Class,CU-0029,Consumer,Central,Indiana,Furniture,Tables,1038.85,1,0.0,58.51
CA-2020-101525,2020-07-19,2020-07-22,Second Class,CU-0588,Consumer,East,Massachusetts,Office Supplies,Labels,33.32,1,0.0,18.61
CA-2022-101526,2022-08-21,2022-08-26,Standard Class,CU-0107,Consumer,East,Massachusetts,Office Supplies,Supplies,20.86,1,0.0,11.38
CA-2020-101527,2020-08-25,2020-08-30,Standard Class,CU-0484,Consumer,East,Virginia,Technology,Machines,611.68,1,0.0,169.29
CA-2021-101528,2021-01-01,2021-01-06,Standard Class,CU-0438,Consumer,Central,Iowa,Technology,Copiers,3834.18,2,0.0,1711.91
CA-2021-101529,2021-05-07,2021-05-10,Second Class,CU-0703,Consumer,East,Massachusetts,Furniture,Bookcases,2073.79,3,0.2,266.64
CA-2021-101530,2021-11-26,2021-12-01,Standard Class,CU-0788,Corporate,Central,Wisconsin,Technology,Phones,665.68,5,0.1,196.79
CA-2021-101531,2021-02-08,2021-02-13,Standard Class,CU-0010,Corporate,West,Nevada,Technology,Machines,630.22,2,0.15,167.57
CA-2021-101532,2021-03-06,2021-03-11,Standard Class,CU-0725,Consumer,East,Ohio,Office Supplies,Binders,1169.44,4,0.0,566.1
CA-2020-101533,2020-06-08,2020-06-10,First Class,CU-0518,Corporate,Central,Minnesota,Furniture,Tables,2287.6,2,0.0,359.88
CA-2021-101534,2021-06-25,2021-06-30,Standard Class,CU-0504,Consumer,South,Mississippi,Office Supplies,Paper,59.29,1,0.0,32.8
CA-2020-101535,2020-01-25,2020-01-28,Second Class,CU-0300,Consumer,East,North Carolina,Technology,Phones,285.6,1,0.2,53.24
CA-2021-101536,2021-02-25,2021-02-28,Second Class,CU-0045,Consumer,East,Virginia,Office Supplies,Appliances,1442.37,3,0.0,621.44
CA-2023-101537,2023-07-17,2023-07-20,Second Class,CU-0685,Consumer,East,New York,Office Supplies,Labels,9.0,1,0.3,2.91
CA-2021-101538,2021-02-06,2021-02-09,Second Class,CU-0677,Consumer,South,Mississippi,Furniture,Bookcases,881.96,2,0.3,-67.37
CA-2021-101539,2021-10-26,2021-10-31,Standard Class,CU-0385,Corporate,West,California,Office Supplies,Envelopes,15.79,1,0.4,4.87
CA-2022-101540,2022-08-07,2022-08-12,Standard Class,CU-0054,Corporate,West,Nevada,Office Supplies,Labels,31.71,3,0.0,18.08
CA-2021-101541,2021-12-21,2021-12-26,Standard Class,CU-0479,Consumer,East,Massachusetts,Office Supplies,Envelopes,71.9,2,0.0,37.05
CA-2023-101542,2023-02-27,2023-03-04,Standard Class,CU-0657,Consumer,West,Oregon,Office Supplies,Envelopes,25.33,1,0.2,11.05
CA-2020-101543,2020-01-05,2020-01-07,First Class,CU-0285,Corporate,Central,Missouri,Technology,Accessories,908.19,3,0.0,435.08
CA-2020-101544,2020-06-17,2020-06-22,Standard Class,CU-0315,Consumer,South,Tennessee,Office Supplies,Fasteners,15.32,1,0.0,7.61
CA-2023-101545,2023-07-07,2023-07-12,Standard Class,CU-0582,Corporate,Central,Iowa,Furniture,Furnishings,91.91,1,0.3,25.5
CA-2023-101546,2023-09-23,2023-09-28,Standard Class,CU-0092,Home Office,South,Louisiana,Technology,Accessories,479.38,2,0.0,194.13
CA-2020-101547,2020-03-21,2020-03-26,Standard Class,CU-0260,Consumer,South,Florida,Office Supplies,Supplies,327.72,5,0.15,110.19
CA-2021-101548,2021-03-25,2021-03-30,Standard Class,CU-0258,Consumer,West,Nevada,Office Supplies,Paper,380.74,4,0.2,158.97
CA-2020-101549,2020-03-13,2020-03-18,Standard Class,CU-0782,Home Office,West,Colorado,Furniture,Bookcases,265.62,1,0.1,70.52
CA-2023-101550,2023-03-08,2023-03-13,Standard Class,CU-0525,Corporate,West,Arizona,Office Supplies,Supplies,25.4,2,0.5,1.09
CA-2023-101551,2023-08-17,2023-08-19,First Class,CU-0737,Home Office,East,Massachusetts,Office Supplies,Labels,19.13,1,0.0,10.16
CA-2022-101552,2022-07-27,2022-07-27,Same Day,CU-0373,Corporate,West,Oregon,Technology,Accessories,792.93,3,0.0,404.56
CA-2023-101553,2023-03-22,2023-03-27,Standard Class,CU-0113,Consumer,South,Kentucky,Office Supplies,Paper,197.12,2,0.15,96.57
CA-2020-101554,2020-07-06,2020-07-11,Standard Class,CU-0318,Home Office,West,Washington,Technology,Machines,314.31,1,0.3,8.89
CA-2021-101555,2021-12-11,2021-12-13,First Class,CU-0104,Corporate,Central,Iowa,Technology,Phones,749.12,4,0.2,160.33
CA-2021-101556,2021-08-17,2021-08-19,First Class,CU-0530,Corporate,Central,Missouri,Furniture,Bookcases,835.87,2,0.15,76.94
CA-2020-101557,2020-11-17,2020-11-22,Standard Class,CU-0748,Consumer,Central,Missouri,Office Supplies,Storage,1017.69,3,0.0,500.33
CA-2022-101558,2022-06-07,2022-06-12,Standard Class,CU-0366,Consumer,East,New Jersey,Furniture,Furnishings,76.96,1,0.0,30.39
CA-2023-101559,2023-06-16,2023-06-19,Second Class,CU-0309,Consumer,Central,Minnesota,Office Supplies,Binders,677.04,3,0.0,408.92
CA-2020-101560,2020-07-27,2020-07-29,First Class,CU-0087,Corporate,East,Pennsylvania,Office Supplies,Paper,50.77,1,0.2,18.56
CA-2021-101561,2021-06-10,2021-06-12,First Class,CU-0296,Consumer,West,Utah,Office Supplies,Binders,299.86,2,0.1,133.64
CA-2021-101562,2021-11-08,2021-11-13,Standard Class,CU-0589,Consumer,Central,Indiana,Office Supplies,Binders,194.49,4,0.3,86.92
CA-2020-101563,2020-10-03,2020-10-06,Second Class,CU-0537,Consumer,Central,Indiana,Office Supplies,Binders,173.07,1,0.4,51.27
CA-2022-101564,2022-09-17,2022-09-20,Second Class,CU-0134,Corporate,South,Alabama,Technology,Accessories,694.01,2,0.3,209.26
CA-2022-101565,2022-12-22,2022-12-27,Standard Class,CU-0356,Consumer,South,Mississippi,Technology,Machines,4768.03,6,0.2,248.4
CA-2020-101566,2020-05-23,2020-05-28,Standard Class,CU-0128,Consumer,East,Georgia,Office Supplies,Labels,14.13,1,0.3,6.0
CA-2022-101567,2022-10-01,2022-10-06,Standard Class,CU-0451,Corporate,Central,Indiana,Furniture,Furnishings,136.28,1,0.3,36.43
CA-2020-101568,2020-02-02,2020-02-02,Same Day,CU-0702,Home Office,Central,Iowa,Furniture,Furnishings,8.36,1,0.4,-0.93
CA-2023-101569,2023-12-14,2023-12-19,Standard Class,CU-0052,Consumer,Central,Missouri,Furniture,Bookcases,196.51,1,0.3,-15.69
CA-2020-101570,2020-08-27,2020-09-01,Standard Class,CU-0067,Consumer,Central,Wisconsin,Office Supplies,Envelopes,243.81,7,0.0,116.06
CA-2021-101571,2021-06-06,2021-06-11,Standard Class,CU-0029,Corporate,West,Colorado,Office Supplies,Envelopes,34.81,4,0.1,15.33
CA-2022-101572,2022-12-24,2022-12-27,Second Class,CU-0225,Consumer,West,Washington,Technology,Accessories,302.46,3,0.0,155.59
CA-2022-101573,2022-11-16,2022-11-19,Second Class,CU-0313,Consumer,East,Ohio,Technology,Machines,7624.22,4,0.2,1285.39
CA-2020-101574,2020-01-27,2020-01-29,First Class,CU-0725,Corporate,Central,Iowa,Office Supplies,Art,60.0,2,0.2,20.06
CA-2021-101575,2021-02-08,2021-02-13,Standard Class,CU-0631,Home Office,West,Arizona,Technology,Phones,978.54,1,0.0,457.88
CA-2021-101576,2021-09-11,2021-09-16,Standard Class,CU-0446,Consumer,West,Arizona,Office Supplies,Fasteners,5.89,1,0.1,3.18
CA-2021-101577,2021-04-09,2021-04-14,Standard Class,CU-0751,Consumer,South,Kentucky,Office Supplies,Envelopes,60.32,2,0.15,23.95
CA-2021-101578,2021-09-04,2021-09-09,Standard Class,CU-0256,Home Office,Central,Wisconsin,Office Supplies,Appliances,432.48,3,0.0,204.44
CA-2022-101579,2022-12-13,2022-12-18,Standard Class,CU-0033,Home Office,East,New York,Technology,Phones,1354.0,1,0.0,508.68
CA-2021-101580,2021-07-01,2021-07-04,Second Class,CU-0296,Home Office,West,Oregon,Office Supplies,Envelopes,7.8,2,0.4,1.34
CA-2023-101581,2023-08-04,2023-08-07,Second Class,CU-0016,Corporate,West,Oregon,Office Supplies,Appliances,781.76,2,0.0,368.13
CA-2021-101582,2021-05-18,2021-05-23,Standard Class,CU-0022,Corporate,East,Georgia,Office Supplies,Storage,290.04,1,0.2,54.64
CA-2021-101583,2021-02-06,2021-02-11,Standard Class,CU-0637,Consumer,East,New York,Office Supplies,Art,43.51,1,0.1,21.07
CA-2021-101584,2021-12-01,2021-12-06,Standard Class,CU-0750,Consumer,East,Georgia,Technology,Copiers,2923.13,2,0.1,584.7
CA-2021-101585,2021-10-26,2021-10-31,Standard Class,CU-0013,Consumer,West,Utah,Technology,Machines,4353.39,2,0.2,635.05
CA-2022-101586,2022-09-01,2022-09-06,Standard Class,CU-0742,Corporate,West,California,Furniture,Bookcases,1468.92,3,0.0,324.09
CA-2021-101587,2021-12-20,2021-12-22,First Class,CU-0758,Consumer,South,Arkansas,Office Supplies,Labels,133.91,7,0.0,71.66
CA-2021-101588,2021-08-10,2021-08-15,Standard Class,CU-0549,Corporate,West,Arizona,Office Supplies,Envelopes,22.1,2,0.0,10.58
CA-2022-101589,2022-11-08,2022-11-11,Second Class,CU-0367,Consumer,West,Nevada,Office Supplies,Envelopes,52.45,2,0.1,27.99
CA-2022-101590,2022-10-25,2022-10-30,Standard Class,CU-0421,Corporate,West,Montana,Office Supplies,Art,52.14,2,0.0,28.27
CA-2023-101591,2023-06-13,2023-06-15,First Class,CU-0535,Consumer,West,Arizona,Office Supplies,Storage,80.39,4,0.1,23.85
CA-2021-101592,2021-04-12,2021-04-15,Second Class,CU-0708,Consumer,South,Arkansas,Furniture,Furnishings,121.4,4,0.0,41.81
CA-2020-101593,2020-05-07,2020-05-12,Standard Class,CU-0658,Corporate,Central,Iowa,Office Supplies,Fasteners,16.78,1,0.15,7.27
CA-2022-101594,2022-02-21,2022-02-23,First Class,CU-0715,Consumer,West,Montana,Office Supplies,Envelopes,32.83,1,0.0,15.46
CA-2023-101595,2023-12-06,2023-12-09,Second Class,CU-0416,Corporate,East,Massachusetts,Office Supplies,Appliances,96.63,3,0.0,45.18
CA-2023-101596,2023-08-05,2023-08-05,Same Day,CU-0253,Consumer,South,Mississippi,Office Supplies,Paper,77.79,1,0.15,28.65
CA-2023-101597,2023-08-17,2023-08-22,Standard Class,CU-0290,Corporate,West,Colorado,Technology,Machines,968.75,1,0.4,-158.38
CA-2023-101598,2023-06-03,2023-06-08,Standard Class,CU-0780,Consumer,Central,Iowa,Office Supplies,Appliances,152.25,1,0.4,5.36
CA-2022-101599,2022-09-19,2022-09-24,Standard Class,CU-0707,Home Office,Central,Illinois,Office Supplies,Labels,86.71,3,0.2,48.14
CA-2020-101600,2020-03-10,2020-03-15,Standard Class,CU-0726,Corporate,West,Colorado,Office Supplies,Envelopes,47.64,2,0.4,11.08
CA-2023-101601,2023-12-13,2023-12-18,Standard Class,CU-0757,Home Office,South,Louisiana,Technology,Machines,1710.25,1,0.0,575.48
CA-2021-101602,2021-03-06,2021-03-11,Standard Class,CU-0779,Consumer,West,Montana,Office Supplies,Appliances,887.78,3,0.3,219.32
CA-2021-101603,2021-05-08,2021-05-11,Second Class,CU-0048,Corporate,South,Tennessee,Office Supplies,Binders,316.38,2,0.0,183.82
CA-2021-101604,2021-12-27,2021-12-30,Second Class,CU-0497,Home Office,East,Pennsylvania,Office Supplies,Envelopes,79.1,2,0.15,42.1
CA-2022-101605,2022-12-16,2022-12-19,Second Class,CU-0057,Consumer,West,Arizona,Office Supplies,Labels,25.03,1,0.0,15.75
CA-2023-101606,2023-11-24,2023-11-29,Standard Class,CU-0572,Corporate,Central,Missouri,Technology,Machines,1477.63,1,0.0,481.7
CA-2020-101607,2020-10-08,2020-10-13,Standard Class,CU-0657,Home Office,South,Florida,Technology,Accessories,1136.91,3,0.0,484.63
CA-2023-101608,2023-08-23,2023-08-23,Same Day,CU-0373,Corporate,East,North Carolina,Office Supplies,Binders,517.86,2,0.1,238.68
CA-2023-101609,2023-11-06,2023-11-11,Standard Class,CU-0518,Corporate,Central,Wisconsin,Furniture,Tables,1144.43,1,0.2,-229.87
CA-2021-101610,2021-08-05,2021-08-07,First Class,CU-0741,Consumer,East,New Jersey,Office Supplies,Supplies,178.63,3,0.4,28.8
CA-2021-101611,2021-08-04,2021-08-04,Same Day,CU-0492,Consumer,East,New Jersey,Furniture,Chairs,570.86,1,0.5,-236.0
CA-2020-101612,2020-12-11,2020-12-14,Second Class,CU-0477,Corporate,West,Montana,Office Supplies,Supplies,257.44,3,0.1,91.35
CA-2022-101613,2022-09-24,2022-09-29,Standard Class,CU-0511,Corporate,West,Washington,Office Supplies,Supplies,29.44,1,0.15,9.59
CA-2020-101614,2020-10-24,2020-10-29,Standard Class,CU-0751,Consumer,South,Louisiana,Furniture,Furnishings,451.74,3,0.1,111.21
CA-2022-101615,2022-04-14,2022-04-19,Standard Class,CU-0712,Corporate,East,Georgia,Furniture,Furnishings,314.88,4,0.0,147.18
CA-2023-101616,2023-05-15,2023-05-18,Second Class,CU-0397,Corporate,West,Oregon,Office Supplies,Supplies,318.94,4,0.2,71.26
CA-2022-101617,2022-09-27,2022-10-02,Standard Class,CU-0146,Consumer,Central,Wisconsin,Office Supplies,Art,66.02,3,0.1,32.55
CA-2020-101618,2020-12-14,2020-12-19,Standard Class,CU-0544,Consumer,East,New York,Office Supplies,Storage,111.12,4,0.0,56.67
CA-2023-101619,2023-08-14,2023-08-19,Standard Class,CU-0329,Corporate,West,Washington,Office Supplies,Fasteners,11.83,1,0.0,6.92
CA-2023-101620,2023-09-07,2023-09-12,Standard Class,CU-0127,Corporate,Central,Texas,Office Supplies,Appliances,308.3,1,0.0,120.44
CA-2022-101621,2022-06-24,2022-06-29,Standard Class,CU-0463,Consumer,East,Pennsylvania,Office Supplies,Envelopes,34.07,1,0.2,16.32
CA-2021-101622,2021-12-05,2021-12-10,Standard Class,CU-0505,Consumer,West,Utah,Office Supplies,Supplies,71.37,1,0.0,26.94
CA-2023-101623,2023-11-05,2023-11-10,Standard Class,CU-0768,Consumer,West,Oregon,Technology,Machines,1631.8,1,0.0,464.71
CA-2021-101624,2021-09-14,2021-09-16,First Class,CU-0585,Home Office,West,Washington,Technology,Accessories,354.34,1,0.0,139.94
CA-2023-101625,2023-03-10,2023-03-12,First Class,CU-0612,Corporate,East,Ohio,Technology,Copiers,4610.48,2,0.0,1565.71
CA-2020-101626,2020-11-17,2020-11-19,First Class,CU-0383,Consumer,East,Pennsylvania,Office Supplies,Envelopes,16.81,1,0.3,6.98
CA-2020-101627,2020-12-18,2020-12-23,Standard Class,CU-0169,Consumer,West,Colorado,Office Supplies,Supplies,75.85,1,0.1,30.96
CA-2020-101628,2020-12-15,2020-12-20,Standard Class,CU-0168,Consumer,West,California,Furniture,Chairs,181.63,1,0.4,-12.31
CA-2023-101629,2023-04-24,2023-04-29,Standard Class,CU-0492,Consumer,Central,Michigan,Office Supplies,Supplies,245.22,3,0.0,119.39
CA-2022-101630,2022-02-21,2022-02-23,First Class,CU-0597,Consumer,West,Washington,Technology,Machines,2699.52,2,0.3,-29.17
CA-2020-101631,2020-05-13,2020-05-18,Standard Class,CU-0352,Consumer,West,Washington,Furniture,Furnishings,86.63,1,0.0,42.62
CA-2021-101632,2021-11-15,2021-11-18,Second Class,CU-0720,Home Office,Central,Indiana,Office Supplies,Art,33.32,2,0.0,16.06
CA-2022-101633,2022-07-26,2022-07-28,First Class,CU-0550,Consumer,West,Arizona,Office Supplies,Binders,899.34,3,0.0,530.87
CA-2021-101634,2021-11-18,2021-11-20,First Class,CU-0406,Consumer,South,Oklahoma,Furniture,Chairs,2265.98,7,0.1,572.52
CA-2023-101635,2023-09-17,2023-09-22,Standard Class,CU-0303,Consumer,Central,Michigan,Furniture,Furnishings,232.25,3,0.2,55.37
CA-2022-101636,2022-12-24,2022-12-24,Same Day,CU-0229,Consumer,West,Colorado,Technology,Phones,1081.59,1,0.0,511.33
CA-2022-101637,2022-02-12,2022-02-17,Standard Class,CU-0387,Consumer,West,Oregon,Office Supplies,Paper,24.69,1,0.0,12.48
CA-2021-101638,2021-10-04,2021-10-09,Standard Class,CU-0538,Consumer,South,Mississippi,Office Supplies,Binders,224.31,1,0.0,141.01
CA-2023-101639,2023-03-25,2023-03-30,Standard Class,CU-0404,Corporate,West,Washington,Furniture,Tables,1110.56,1,0.15,-29.1
CA-2023-101640,2023-03-26,2023-03-31,Standard Class,CU-0671,Consumer,West,California,Technology,Accessories,37.44,1,0.3,10.17
CA-2023-101641,2023-10-06,2023-10-11,Standard Class,CU-0110,Consumer,Central,Indiana,Technology,Accessories,40.26,1,0.1,12.1
CA-2020-101642,2020-10-16,2020-10-21,Standard Class,CU-0335,Corporate,Central,Indiana,Technology,Phones,597.87,3,0.5,-96.8
CA-2022-101643,2022-02-19,2022-02-24,Standard Class,CU-0200,Consumer,West,Utah,Office Supplies,Fasteners,10.33,1,0.2,3.41
CA-2020-101644,2020-08-24,2020-08-29,Standard Class,CU-0227,Consumer,East,Massachusetts,Furniture,Tables,2224.7,2,0.2,-442.19
CA-2022-101645,2022-08-21,2022-08-26,Standard Class,CU-0019,Consumer,East,Pennsylvania,Office Supplies,Storage,168.59,1,0.0,61.05
CA-2021-101646,2021-12-16,2021-12-21,Standard Class,CU-0227,Consumer,Central,Illinois,Office Supplies,Binders,594.48,2,0.0,358.82
CA-2022-101647,2022-10-08,2022-10-13,Standard Class,CU-0470,Consumer,South,Arkansas,Technology,Phones,1644.5,2,0.1,692.1
CA-2021-101648,2021-11-19,2021-11-24,Standard Class,CU-0414,Corporate,Central,Wisconsin,Furniture,Bookcases,82.7,1,0.0,25.82
CA-2023-101649,2023-03-01,2023-03-04,Second Class,CU-0516,Home Office,South,Kentucky,Furniture,Tables,2697.16,4,0.0,496.5
CA-2020-101650,2020-01-25,2020-01-27,First Class,CU-0199,Corporate,East,New York,Technology,Machines,850.69,1,0.1,250.35
CA-2023-101651,2023-08-04,2023-08-09,Standard Class,CU-0468,Home Office,East,Georgia,Office Supplies,Fasteners,7.13,1,0.1,3.96
